Temperature,Humidity,Wind_Speed,Time_of_Day,Day_of_Week,Device_Selected
18.4928662183595,30.4090598086506,13.538106244033294,12.99291460321389,3,Window
47.0863535410979,43.61873488166437,13.734514507818512,5.015700393249484,0,AC
12.769620800192016,43.362557022484445,11.081959416528614,6.981102377810558,1,Window
21.635071217414716,29.005466634917767,15.538122005423867,18.063694838421032,6,Fan
32.429965902504826,19.655308368997186,10.327020619158706,6.977972415081323,6,Fan
43.053860746295776,14.422870324779142,13.505738376846354,1.9612787078162301,3,AC
12.143132353631136,20.404434878388134,9.439384681762931,22.982967077204574,4,Window
21.16755816881495,47.15167580306935,12.753878068042265,1.905647203575464,5,Fan
18.92617210471926,63.53957217378042,3.2944582944315073,12.067438442366324,5,Window
19.509068887765615,61.01496260605977,9.086771718516669,18.0163720651923,1,Window
32.70758009463233,33.52488967010264,7.37653387891556,19.97951065792759,0,Fan
43.61478386413341,12.964661891529644,1.5301272681734108,13.991467671888214,2,AC
-7.292984984192566,17.838276535079576,6.388087664211989,20.021865050042447,1,Window
31.414299248556176,69.78275286307917,17.402708469134726,16.95662283941077,3,Window
45.04091136292457,47.590669573532026,3.577404709660773,6.991765245854974,6,AC
1.4448428370816093,29.899487786087498,11.847201168297454,10.955134133349867,2,Window
30.588088934628466,22.171327627012577,14.003369575783358,0.974076545692556,3,Fan
38.40977982211639,42.55534622575819,3.366946575740859,15.013095436644605,0,AC
39.70358014070464,46.7888190202972,1.2225275429765263,12.006009858090499,0,AC
36.69507205840045,87.82603744789797,7.571612860846948,22.006156532471824,3,AC
20.96189550291738,40.53273518170387,14.122203047906948,7.008732965019061,0,Fan
34.41195583092845,49.0561986036073,10.790011780169337,2.9985382749885816,5,Fan
9.4589202057161,20.745062998276378,16.571200050629074,17.99988914264909,5,Window
-4.226064147541301,21.642339112434186,1.054270583483328,11.998792630477281,2,Window
39.5788559792235,29.82260261289763,18.65520705642218,18.03566345380021,4,AC
32.94491007317847,43.17538883408718,18.586280930478033,21.00080357295486,6,Fan
18.90081523288224,42.08193034544656,10.44385962840345,-0.048111298064107084,2,Window
45.8386348030156,77.42660986130146,16.42678736909985,0.9912666726851735,2,AC
20.26455773503622,29.789906675773125,18.589860044051658,7.89466524836265,3,Fan
19.55612824201221,12.438045240559331,7.313299017364266,0.06066250999061972,3,Window
15.154289281256762,79.34131357942324,10.323343033227516,11.070622422679536,0,Window
48.05410990843288,37.15867597114764,17.90623012171978,18.09757460224375,3,AC
21.269139833699406,37.642111824034146,8.655678033524262,9.974244144738758,2,Fan
42.461200469295036,16.53098219004222,16.6405336924683,19.011915001157362,1,AC
42.01041867998558,63.24267530736229,17.911306375870932,15.05299588007141,2,AC
32.99373271313431,40.6313488826778,10.976167733742297,0.9072332908340577,5,Fan
5.902154075521128,36.61784630395298,19.44169599086658,9.007650828651398,4,Window
-5.7832496647122325,17.545382094858823,11.270394463676174,16.9470805851462,2,Window
25.891998132388615,38.39395523639441,10.774554984417305,19.09230258865149,0,Fan
